;user;username;text;ts;key
1378;Eliar;Eliar;"I will not be in the office tomorrow and on Friday because of the launch days at the university.
And due to my studies (starting next week) I will not be available every Monday, Tuesday and Wednesday. I will be in the Office every Thursday and Friday.

So, see you again on Thursday 22. September!";1473854141.000046;1473854141U0A8NPHRD
1379;Taegarys;Taegarys;Due to an appointment, I’ll be leaving around 3.30pm today.;1473835392.0000448;1473835392U25T408CS
1380;Myke;Myke;Fishere here, working on pimcore update;1473835249.0000439;1473835249U0MGNKETU
1381;Vaerys;Vaerys;Fishere here;1473832381.000043;1473832381U0PLNK7EK
1382;Darnor;Darnor;As announced yesterday, i am in HO today;1473832261.000042;1473832261U1D7Q9J8M
1383;Eliar;Eliar;<@U035B8PRU>: and I are in Zurich this morning for a meeting with MoonInc.;1473830915.000041;1473830915U0A8NPHRD
1384;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1473827409.00004;1473827409U0K4J0613
1385;Balaemar;Balaemar;uhhh sry. missed to announce in slack that I am in HO tomorrow and on Thursday (of course it is discussed with the ACME-Team days ago). Tomorrow my daughter has her first day in school with little party in the afternoon. For that reason I will be off at 3pm. And on thursday I planed to start into my long weekend at 4pm.;1473789022.000039;1473789022U035FRUCY
1386;Darnor;Darnor;i just realised that the whole ACME team is either in HO or Day Off. So i will do HO as well. (discussed with R2D2);1473783003.0000381;1473783003U1D7Q9J8M
1387;Myke;Myke;I’ve arranged for a HO tomorrow too;1473777538.000037;1473777538U0MGNKETU
1388;Vaerys;Vaerys;Working from home tomorrow, need to be present for plumber’s visit;1473776258.000036;1473776258U0PLNK7EK
1389;Gaelralis;Gaelralis;change of plan for thursday: it will be as usual (an appointment got canceled);1473759624.000035;1473759624U0HLAK1T6
1390;Eliar;Eliar;Due to physiotherapy I have to leave at 4 pm today.;1473746299.000033;1473746299U0A8NPHRD
1391;Balaemar;Balaemar;as announced yesterday, I will work from home in the morning and approximately arrive at 11 in the office;1473742714.000032;1473742714U035FRUCY
1392;Celtheon;Celtheon;tomorrow I’ll have to leave a bit earlier ~16:15 to pick up my wife at the train station in Zürich;1473695897.000031;1473695897U1RLS54MB
1393;Gaelralis;Gaelralis;on thursday, i will be in the office only at 11:00am (and stay in the afternoon) and will work from home in the morning.;1473695030.00003;1473695030U0HLAK1T6
1394;Overton;Overton;Today I have a dentist appointment at 3pm. I will be off for about 1 hour, after that I will be back online and working from home.;1473679276.0000286;1473679276U0PSDKXHR
1395;Styrund;Styrund;I will be in HO tomorrow morning as well, since my wife has a Dental Appointment @7.30h;1473677369.000028;1473677369U036U40UC
1396;Eliar;Eliar;I'm in Zurich this morning for a meeting with MoonInc;1473661198.000027;1473661198U0A8NPHRD
1397;Balaemar;Balaemar;tomorrow I will be working at home until half past nine and come to the office after that. the reason is that my wife's teacher job starts again after the holiday and my daughter's first day in school starts on thursday. so i have to keep an eye on her till my wife is back.;1473660517.000026;1473660517U035FRUCY
1398;Torerne;Torerne;Good morning. I have another appointment at the dentist this morning, I guess I am at the office at 9.15am.;1473655276.000025;1473655276U035FRZHY
1399;Myke;Myke;Missed my connection again, on the train now will be by 10 min late today;1473403539.000024;1473403539U0MGNKETU
1400;Joragni;Joragni;"As prearranged, I'm taking tomorrow off. Have fun BBQing, y'all (""y'all"" is a typical contraction in the Southern US, where barbecueing is also popular, particulary in Texas)";1473344252.0000231;1473344252U0K4J0613
1401;Vaerys;Vaerys;Off for the next ~1 hour, collecting keys and stuff;1473338473.0000222;1473338473U0PLNK7EK
1402;Myke;Myke;Some delay, I'll be late by about 15min;1473316814.000021;1473316814U0MGNKETU
1403;Vaerys;Vaerys;Fishere here;1473311229.00002;1473311229U0PLNK7EK
1404;Eliar;Eliar;As mentioned yesterday, I am working from home today.;1473310423.0000188;1473310423U0A8NPHRD
1405;Vaerys;Vaerys;I will be working from home tomorrow as well, as I have to collect the keys to my new apartment;1473247916.000018;1473247916U0PLNK7EK
1406;Eliar;Eliar;Due to a doctor’s appointment tomorrow morning, I will work from home tomorrow.;1473247845.000017;1473247845U0A8NPHRD
1407;Darnor;Darnor;i will be in Horgen for the rest of the day. See you tomorrow.;1473240951.000016;1473240951U1D7Q9J8M
1408;Balaemar;Balaemar;as announce yesterday, I am working in HO today. I will be off from 7:45 for about 1h to bring my car to the garage;1473225728.000015;1473225728U035FRUCY
1409;Olmomir;Olmomir;Tomorrow morning I need to be in Zürich, to give my fingerprints for my permit. I will be in office as soon as I finish.;1473180951.000014;1473180951U0CN3AKDL
1410;Balaemar;Balaemar;I am in HO tomorrow. I have to bring my car to the service in the morning and get it back before they close at evening. My time in office would be to short.;1473153339.000013;1473153339U035FRUCY
1411;Mamon;Mamon;<@U27727KK8|Mamon> has joined the channel;1473147037.000012;1473147037U27727KK8
1412;Maehagar;Maehagar;<@U278DLL2D|Maehagar> has joined the channel;1473146881.000011;1473146881U278DLL2D
1413;Torerne;Torerne;As mentioned yesterday, I am working from home this morning, will be in the office at 11.30;1473139091.00001;1473139091U035FRZHY
1414;Eliar;Eliar;<@U035B8PRU> <@U2777Q7E3> and I are in Brugg this morning for a meeting with NAB;1473139018.000009;1473139018U0A8NPHRD
1415;Braddock;Braddock;I will arrive a bit later at the office today. ;1473126984.000008;1473126984U0CNKFT0A
1416;Gaelralis;Gaelralis;until friday, i will be at the fantoche animated movie festival.;1473093287.000007;1473093287U0HLAK1T6
1417;Myke;Myke;As discussed with Mario, i’ll be doing HO tomorrow.;1473090205.000006;1473090205U0MGNKETU
1418;Torerne;Torerne;I work from home tomorrow morning, will be in the office by 11.30am.;1473077250.000005;1473077250U035FRZHY
1419;Joragni;Joragni;As previously scheduled, my day off this week will be Friday instead of the usual Wednesday.;1473057797.0000038;1473057797U0K4J0613
1420;Myke;Myke;I'll be about 10 minutes late, missed my train - rainy day ;1473054936.0000026;1473054936U0MGNKETU
1421;Vaerys;Vaerys;Guys, tomorrow I will have to leave after lunch. Appointment with movers at my current apartment.;1473005292.000002;1473005292U0PLNK7EK
1422;Baegar;Baegar;I will have to leave a little bit earlier today at about 16:40.;1472797562.000018;1472797562U035J4RG4
1423;Gaelralis;Gaelralis;I am absent from 9:15 to 11:00 because of some errant.;1472714186.000017;1472714186U0HLAK1T6
1424;Eliar;Eliar;Due to physiotherapy I have to leave at 4:15 today.;1472710807.000016;1472710807U0A8NPHRD
1425;Caenraenos;Caenraenos;"Just a quick reminder here on the planned absence of Ida, leia, bernini, Rodrigo and myself on Sept 1 and 2: we are all at front/&gt; <https://frontendconf.ch> in Zürich.";1472679778.000014;1472679778U035AASB8
1426;Taegarys;Taegarys;I’ll be off on Thursday and Friday (Sept 1 - Sept 2);1472625815.000013;1472625815U25T408CS
1427;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1472619740.000012;1472619740U0K4J0613
1428;Braddock;Braddock;I will arrive a bit later in the office, because I did the night shift for finishing a demo for the web conf event.;1472604431.000011;1472604431U0CNKFT0A
1429;Darnor;Darnor;I will be back in the office tomorrow. ;1472581738.00001;1472581738U1D7Q9J8M
1430;Drevyn;Drevyn;:goofball: ;1472579398.000009;1472579398U035B8PRU
1431;Torerne;Torerne;I have an appointment at the dentist tomorrow, I might not be here by :clock9: :fearful:;1472577838.000008;1472577838U035FRZHY
1432;Overton;Overton;I forgot to mention in the daily that I have to leave a bit early today, so I will continue my work from home (from about 4pm). Because I’m receiving a furniture delivery.;1472542886.000007;1472542886U0PSDKXHR
1433;Olmomir;Olmomir;I will be in *Winterthur residents' registration office* this morning, going to be late a little bit.;1472534123.000006;1472534123U0CN3AKDL
1434;Gaelralis;Gaelralis;Due to train maintenance work that have just finished now, i'll come to the office later in order to have a bit of sleep. ;1472520057.000005;1472520057U0HLAK1T6
1435;Taegarys;Taegarys;<@U25T408CS|Taegarys> has joined the channel;1472459937.0000038;1472459937U25T408CS
1436;Myke;Myke;Hi all, sorry for short notice, I'm taking a half day off today to run a couple of errands. ;1472450679.0000026;1472450679U0MGNKETU
1437;Braddock;Braddock;Due to a medical appointment, I’ll arrive a bit later.;1472422737.000002;1472422737U0CNKFT0A
1438;Eliar;Eliar;I forgot to mention in the daily that I have to leave at 16:30 pm because of physiotherapy.;1472197827.000033;1472197827U0A8NPHRD
1439;Valik;Valik;Good morning! I got a surprise yesterday and I am flying away over the weekend.. I have to leave a bit before 4 today.;1472191651.000032;1472191651U0PSJ4GGH
1440;Styrund;Styrund;oke;1472114649.00003;1472114649U036U40UC
1441;Olmomir;Olmomir;"6:30 they close today: Donnerstag
von 08.30 - 12.00 Uhr und 13.00 - 18.30 Uhr 
(Telefon bis 17.00 Uhr)";1472114646.0000286;1472114646U0CN3AKDL
1442;Styrund;Styrund;and you’re sure they’re still open then?;1472114635.000028;1472114635U036U40UC
1443;Olmomir;Olmomir;I will leave today at 5, I need to go to *Winterthur residents' registration office*.;1472114280.000027;1472114280U0CN3AKDL
1444;Myke;Myke;Hi all, a bit delayed this morning and I'm taking the 8am train. Will be about 40 min late. ;1472104876.000026;1472104876U0MGNKETU
1445;Eliar;Eliar;Because I need to monitor a deployment for MoonInc at 7, and because I’ve got 2 calls with NAB, I will be in home office tomorrow (as agreed with R2D2).;1472037865.000025;1472037865U0A8NPHRD
1446;Drevyn;Drevyn;:thumbsup:;1472028985.000024;1472028985U035B8PRU
1447;Olmomir;Olmomir;I have the flight today at 12h, and an appointment to see an apartment at 16h will see you later in office.;1472022832.0000231;1472022832U0CN3AKDL
1448;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1472015234.0000222;1472015234U0K4J0613
1449;Joragni;Joragni;SORRY WRONG CHANNEL. Thx, bernini.;1471943148.000021;1471943148U0K4J0613
1450;Joragni;Joragni;"Hallo Mario. Fisher hat während des Dailys erwähnt, dass Deine planmässige Rückreise verhindert wurde. Laut ihm solltest Du morgen wieder im Büro anwesend sein.
Ab Morgen bis zum Ende der Woche ist Ramon weg und Morgen wegen meines freien Tags bin ich auch nicht anwesend. Erst Morgen sollen auch Michael Karlstetter sowie Stefan Thiel wieder im Geschäft (ACME) sein. Ich erwähne diese Tatsache aus diesem Grund: Ramon hat am vorgehenden Donnerstag meine von ihm überarbeitete Schätzung bzgl. ACMERZW-1889 beim Ticket erfasst.  Es könnte sein, dass eine Bewilligung über die E-Mail Adresse von Ramon kommt, wahrend er nicht da ist.";1471943024.00002;1471943024U0K4J0613
1451;Styrund;Styrund;I forgot to mention in the daily: It could be possible that i will be a little bit later tomorrow morning. Having a doctors appointment at 8.00, usually this takes not more than 15 minutes… but well… doctors… you never know :smile:;1471941371.0000188;1471941371U036U40UC
1452;Baegar;Baegar;I will be having some days this week from tomorrow until sunday (Wedding in St. Petersburg) — so I will be back in the office on Monday.;1471940126.000018;1471940126U035J4RG4
1453;Valik;Valik;I still have a few days annual leave left and as discussed with R2D2 I`m off tomorrow, next Monday and Tuesday. I`ll be back in the office on Wednesday :slightly_smiling_face:;1471903214.000017;1471903214U0PSJ4GGH
1454;Myke;Myke;As planned, i’m having my day off till next Tuesday. See you on Wednesday;1471534301.000016;1471534301U0MGNKETU
1455;Styrund;Styrund;As mentioned in the Daily this morning, i will be in HO tomorrow morning, crashing at the Office after Lunch.;1471533460.000015;1471533460U036U40UC
1456;Eliar;Eliar;I’m in HO this morning and will be back in the Office in the afternoon..;1471497204.000014;1471497204U0A8NPHRD
1457;Darnor;Darnor;As announced yesterday, i will be off until Tuesday morning.;1471489078.000013;1471489078U1D7Q9J8M
1458;Myke;Myke;I’ll prepare the template for the mini-calculators for Mario tonight, and closing few tickets tomorrow morning, and then prepare for deployment build (for Fisher). So to save a bit time, I’ll be working from home tomorrow. Sorry for late notice.;1471449476.000011;1471449476U0MGNKETU
1459;Braddock;Braddock;I arrive tomorrow morning a bit later in the office due to a visit at KSW.;1471427957.00001;1471427957U0CNKFT0A
1460;Styrund;Styrund;Thus? Thou writeth very nice, bretheren. :smile:;1471427744.000009;1471427744U036U40UC
1461;Baegar;Baegar;Tomorrow afternoon (Thursday, August 18th, 13:00-18:00) will <@U0A8NPHRD>  and me attend a training in Zürich for Google Tag Manager and we will thus not be in the office.;1471415984.000008;1471415984U035J4RG4
1462;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1471407307.000007;1471407307U0K4J0613
1463;Celtheon;Celtheon;<@U1RLS54MB|Celtheon> has joined the channel;1471350070.000006;1471350070U1RLS54MB
1464;Galeris;Galeris;I will have to leave at around 15:45 today due to a doctors appointment;1471244130.000005;1471244130U036SKV77
1465;Eliar;Eliar;Due to the ACME Mio-Kredit shut down at 7, I will arrive at about 9.30 in the office.;1471237106.000002;1471237106U0A8NPHRD
1466;Caenraenos;Caenraenos;Yes it will be! Thanks :smile:;1470992706.000078;1470992706U035AASB8
1467;Bernareon;Bernareon;Sounds like a big party! Have fun :slightly_smiling_face:;1470992653.000077;1470992653U035G74QE
1468;Caenraenos;Caenraenos;Similar situation: I need to leave at 1600 for preparations for my birthday party.;1470992627.000076;1470992627U035AASB8
1469;Overton;Overton;"I forgot to mention in the daily that I have to leave a bit early, because I’m heading to a family event. 
Also next week I will not be in the office because I’m on vacation.";1470992226.000075;1470992226U0PSDKXHR
1470;Myke;Myke;I’ll be off tomorrow until next Wednesday as planned;1470928425.000073;1470928425U0MGNKETU
1471;Braddock;Braddock;Today I home office, working on data mining and text/topic clustering for SV11 and HelioMomoLtdn.;1470895284.000072;1470895284U0CNKFT0A
1472;Vaerys;Vaerys;I have stuff to take care of at the bank so will be at home office tomorrow;1470861699.000071;1470861699U0PLNK7EK
1473;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1470804943.0000699;1470804943U0K4J0613
1474;Eliar;Eliar;I forgot to mention that I have to leave at around 16.15 today.;1470728279.000069;1470728279U0A8NPHRD
1475;Balaemar;Balaemar;As announced on friday I'm in HO today. During the morning I will be off for a while and then working first on budget and then on newest ACME defects.;1470630354.000068;1470630354U035FRUCY
1476;Balaemar;Balaemar;I just get the confirmation for my appointment on monday. I will be off in the morning and in HO after lunch time.;1470412222.000067;1470412222U035FRUCY
1477;Balaemar;Balaemar;I forgot to mention in the daily. Because of a appointment at monday morning I will be in HO at monday.;1470382007.000066;1470382007U035FRUCY
1478;Darnor;Darnor;As announced im in HO today.;1470376558.0000641;1470376558U1D7Q9J8M
1479;Gaelralis;Gaelralis;Starting tomorrow, I will have vacations until the 29.8.;1470373146.000062;1470373146U0HLAK1T6
1480;Olmomir;Olmomir;This morning at 7 I have the flight to get back in Montenegro. I hope there will be no delays.;1470365006.000061;1470365006U0CN3AKDL
1481;Darnor;Darnor;Due to James having a day-off and Celestia not working for ACME tomorrow, i will stay in HO tomorrow and work on the specifications for R12. In accordance with R2D2.;1470324543.000058;1470324543U1D7Q9J8M
1482;Myke;Myke;As planned, I’m having my day off tomorrow and Monday. See you on Tuesday.;1470322138.000057;1470322138U0MGNKETU
1483;Olmomir;Olmomir;back, got the visa :sunglasses::aw_yeah:;1470316541.000056;1470316541U0CN3AKDL
1484;Olmomir;Olmomir;I think yes, will have the confirmation today. :four_leaf_clover:;1470294056.000054;1470294056U0CN3AKDL
1485;Vaerys;Vaerys;You got the visa <@U0CN3AKDL>?;1470294032.000053;1470294032U0PLNK7EK
1486;Olmomir;Olmomir;I will be away from 14-15,  going to get the passport back from the Swiss Embassy.;1470294009.000052;1470294009U0CN3AKDL
1487;Vaerys;Vaerys;Hi, I will be away from 3pm-4pm today for an apartment viewing and will continue working from home after 4pm;1470293861.000051;1470293861U0PLNK7EK
1488;Braddock;Braddock;Because of preparation work for an upcoming meeting this morning, I might arrive 15-20 minutes later at the office today.;1470291046.00005;1470291046U0CNKFT0A
1489;Myke;Myke;Hi, spoken and planned with Mario, I’ll be doing HO tomorrow, working on the last calculator and some other minor issues that may arise.;1470152946.000049;1470152946U0MGNKETU
1490;Olmomir;Olmomir;Tomorrow I will be traveling to Belgrade for the visa.;1470080190.0000482;1470080190U0CN3AKDL
1491;Torerne;Torerne;I am off this afternoon. See you on Tuesday. ;1469783618.000047;1469783618U035FRZHY
1492;Vaerys;Vaerys;I will be in HO on Tuesday, 2nd August as I will only get back to Zurich at 8:30 in the morning from Salzburg and then I have an apartment viewing at 13:15;1469783617.000046;1469783617U0PLNK7EK
1493;Overton;Overton;I forgot to mention in the daily today, I have to leave a bit early (16.00/16.30) because I have to take care of the family-dog (parents are leaving for holidays).;1469783077.0000448;1469783077U0PSDKXHR
1494;Jaereron;Jaereron;I will arrive at the office ca. 09:40;1469775582.0000439;1469775582U035G5WMS
1495;Jaereron;Jaereron;Sorry Bruce is late;1469775390.000043;1469775390U035G5WMS
1496;Balaemar;Balaemar;"Moin moin. I am in HO today and have to leave at 4pm.
My tasks today: SVE Reatnrechner and ACME CR-181";1469771410.000042;1469771410U035FRUCY
1497;Balaemar;Balaemar;"uhhh ... 4 minutes to late.
Because I have to start traveling to freiburg at 4pm tomorrow
I will be in HO";1469722097.000041;1469722097U035FRUCY
1498;Myke;Myke;As planned, I’m having my day off tomorrow. See you on Tuesday.;1469722036.00004;1469722036U0MGNKETU
1499;Vaerys;Vaerys;I have to leave at 4:15pm today, for I have an appointment for an apartment in Zurich;1469684650.000039;1469684650U0PLNK7EK
1500;Olmomir;Olmomir;I have an appointment today at 9am, to check an apartment here in Winterthur.;1469684306.0000381;1469684306U0CN3AKDL
1501;Myke;Myke;Hi, still not feeling completely well this morning. I'll stay at HO to continue my work.;1469597461.000037;1469597461U0MGNKETU
1502;Gaelralis;Gaelralis;Meine Sbahn ist verspätet. ;1469514587.000036;1469514587U0HLAK1T6
1503;Myke;Myke;As mentioned, I'll be at HO today - feeling a bit better with only mild fever now. I'll will be implementing the flex calculator and adding the new postcodes for Lichtenstein ;1469513108.000035;1469513108U0MGNKETU
1504;Myke;Myke;I’ll be doing HO tomorrow. Not feeling well with the headache.;1469460577.000034;1469460577U0MGNKETU
1505;Galeris;Galeris;I may be a bit late tomorrow, got a doctors appointment at 8:30;1469459750.000033;1469459750U036SKV77
1506;Myke;Myke;I'll be a bit late, before 10 - trouble sleeping due to headache last night.;1469425407.000032;1469425407U0MGNKETU
1507;Joragni;Joragni;On vacation. Will return on 8 August.;1469259253.000031;1469259253U0K4J0613
1508;Darnor;Darnor;As announced yesterday, I am in HO this morning. Will work on the new Carrousels and will be in the O in the afternoon.;1469166874.00003;1469166874U1D7Q9J8M
1509;Balaemar;Balaemar;"As announced yesterday, I am in HO today working on ACME defects.
Have a nice day and weekend.";1469166443.0000286;1469166443U035FRUCY
1510;Styrund;Styrund;<!channel>: Due to our Doctors Appointment for Mia was moved from today afternoon to this morning I will be in the office this afternoon instead the morning :slightly_smiling_face: See you later;1469164168.000028;1469164168U036U40UC
1511;Galeris;Galeris;as discussed with Fisher yesterday i’ll be in home office today;1469163638.000027;1469163638U036SKV77
1512;Caenraenos;Caenraenos;yep sorry! :smile:;1469114998.000026;1469114998U035AASB8
1513;Balaemar;Balaemar;<@U035AASB8>: wrong channel?!;1469114789.000025;1469114789U035FRUCY
1514;Caenraenos;Caenraenos;<https://support.google.com/webmasters/answer/35769>;1469114753.000021;1469114753U035AASB8
1515;Caenraenos;Caenraenos;"<https://support.google.com/webmasters/answer/40349?hl=en&amp;ref_topic=3309300>";1469114746.00002;1469114746U035AASB8
1516;Caenraenos;Caenraenos;<http://static.googleusercontent.com/media/www.google.com/en//webmasters/docs/search-engine-optimization-starter-guide.pdf>;1469114706.0000188;1469114706U035AASB8
1517;Caenraenos;Caenraenos;<https://support.google.com/webmasters/answer/35291?hl=en>;1469114702.000018;1469114702U035AASB8
1518;Balaemar;Balaemar;I’ll be in HO tomorrow working on ACME defects and will be off at 4pm;1469114513.000017;1469114513U035FRUCY
1519;Myke;Myke;As planned, I’m having my scheduled day off tomorrow. See you on MOnday!;1469113495.000016;1469113495U0MGNKETU
1520;Vaerys;Vaerys;Me too;1468996059.000015;1468996059U0PLNK7EK
1521;Galeris;Galeris;as already announced yesterday i’ll be in home office today;1468996025.000014;1468996025U036SKV77
1522;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1468990187.000013;1468990187U0K4J0613
1523;Olmomir;Olmomir;thanks bernini :four_leaf_clover:;1468963662.000012;1468963662U0CN3AKDL
1524;Vaerys;Vaerys;Ooh, all the best <@U0CN3AKDL> :smile:;1468963635.000011;1468963635U0PLNK7EK
1525;Olmomir;Olmomir;Tomorrow from 10:00 to 12:00 I have an appointment with the :flag-ch:Swiss consulate in Montenegro. I wont be available during that time.;1468963492.00001;1468963492U0CN3AKDL
1526;Vaerys;Vaerys;Hi, as discussed with the SpeedyApp team, I will be doing HO tomorrow;1468944160.000009;1468944160U0PLNK7EK
1527;Myke;Myke;Hi, as discussed with Mario, I’ll be doing HO tomorrow;1468940888.000008;1468940888U0MGNKETU
1528;Balaemar;Balaemar;forget to announce in daily. I will (try) be off at 1615 today.;1468933032.000007;1468933032U035FRUCY
1529;Caenraenos;Caenraenos;just to reassure everyone: it is nothing serious, just need to watch over the kids for 2 hours, since Grandma cancelled;1468929588.000006;1468929588U035AASB8
1530;Galeris;Galeris;hya everyone, as discussed with Fishere i’ll be in the home office this afternoon and tomorrow;1468927933.000005;1468927933U036SKV77
1531;Caenraenos;Caenraenos;Hey everyone, I need to be home in the afternoon, due to unforeseen circumheraclesce. Mario and joe will take on any admin issues that arise. If you need to get in touch from 13:30 to 15:30, you can call me on my phone 0774367755;1468921282.0000038;1468921282U035AASB8
1532;Valik;Valik;I won`t be in the office tomorrow and on Wednesday due to my exams. See you on Friday!;1468876454.0000026;1468876454U0PSJ4GGH
1533;Valik;Valik;Hi team! I`m working HO tomorrow (as discussed with R2D2). I`ll prepare Blogposts for DI Blog. Have a great start!;1468753530.000002;1468753530U0PSJ4GGH
1534;Balaemar;Balaemar;I am in HO today again workig on ACME defects;1468562958.000049;1468562958U035FRUCY
1535;Myke;Myke;As planned, I’ll be having my day off tomorrow.;1468507877.0000482;1468507877U0MGNKETU
1536;Balaemar;Balaemar;I’ll be again in HO tomorrow working on ACME defects;1468507794.000047;1468507794U035FRUCY
1537;Myke;Myke;HO today, working on updating all JavaScript from Pyxis and some other clean up ;1468476657.000046;1468476657U0MGNKETU
1538;Balaemar;Balaemar;As announced yesterday, I am now in the HO working on ACME defects. Because of the final celebrations in kindergarten of my daughter, I'll off at 5:00pm. Wish you all a nice day.;1468475805.0000448;1468475805U035FRUCY
1539;Balaemar;Balaemar;I’ll doing HO tomorrow too. And I will be off at 5pm.;1468424233.0000439;1468424233U035FRUCY
1540;Myke;Myke;I’ll doing HO tomorrow, just discussed some pending tasks we have and we can work independently for tomorrow.;1468424091.000043;1468424091U0MGNKETU
1541;Baegar;Baegar;Tomorrow I will be in the home office and in the afternoon I'm going to meet WSA in Dietlikon. You can reach me on slack or via e-mail or phone.;1468422112.000042;1468422112U035J4RG4
1542;Caenraenos;Caenraenos;Offline a bit sooner to pick David up at the airport. i.e. at 15:30;1468416213.00004;1468416213U035AASB8
1543;Myke;Myke;Missed my train by 1 min, taking the 730 train. Will be ~10min late;1468389414.000039;1468389414U0MGNKETU
1544;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1468387271.0000381;1468387271U0K4J0613
1545;Darnor;Darnor;Im running 15' late. Will be in the office at 09:15 ;1468305958.000037;1468305958U1D7Q9J8M
1546;Valik;Valik;I have a day off because of my exams. Will be in the office tomorrow.;1468303206.000036;1468303206U0PSJ4GGH
1547;Torerne;Torerne;bernini, Rodrigo and I are still in Montenegro today - back in the office tomorrow. ;1468214201.000034;1468214201U035FRZHY
1548;Drevyn;Drevyn;I'm in Paris today for dtouch. See you tomorrow.;1468212567.000033;1468212567U035B8PRU
1549;Braddock;Braddock;I might not make it in time for the SpeedyApp 8:45 meeting.;1467957954.000032;1467957954U0CNKFT0A
1550;Myke;Myke;I’m having a day off tomorrow, as discussed with Ramon and Mario before.;1467930368.000031;1467930368U0MGNKETU
1551;Galeris;Galeris;as discussed with Fisher i’ll be in the homeoffice this afternoon so I can concentrate on refactoring;1467888976.00003;1467888976U036SKV77
1552;Myke;Myke;Fishere here, so I can focus on some fixes;1467827652.0000286;1467827652U0MGNKETU
1553;Darnor;Darnor;In HO tomorrow, so whole ACME Team in HO;1467826740.000028;1467826740U1D7Q9J8M
1554;Balaemar;Balaemar;As announced in the daily, I will be in HO tomorrow.;1467790306.000027;1467790306U035FRUCY
1555;Myke;Myke;Hi, I'm running late today and taking the 8 o'clock train. Will be later in the office.;1467786634.000026;1467786634U0MGNKETU
1556;Gaelralis;Gaelralis;Hi Guys. As announced, I have some master thesis / prethesis presentation to attend in lucerne. ;1467781938.000025;1467781938U0HLAK1T6
1557;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1467781023.000024;1467781023U0K4J0613
1558;Baegar;Baegar;Tomorrow i will be working in the home office. Reachable over e-mail, slack or phone (business);1467736684.0000231;1467736684U035J4RG4
1559;Darnor;Darnor;I need to pick up a delivery today between 16:00 and 17:00. Will be off during this time and available from 17:00 again.;1467716140.0000222;1467716140U1D7Q9J8M
1560;Overton;Overton;Will be working from home again on Webinizer.;1467699405.000021;1467699405U0PSDKXHR
1561;Vaerys;Vaerys;As mentioned to the SpeedyApp team yesterday, I will be working from home today and concentrating on various improvements to the notifications. ;1467696631.00002;1467696631U0PLNK7EK
1562;Gaelralis;Gaelralis;i mixed up the dates for exams at the HSLU and will be Wednesday in Horw the whole day. On Friday, I will be in my study.;1467665229.0000188;1467665229U0HLAK1T6
1563;Galeris;Galeris;Got a doctors appointment tomorrow morning from 8:15~9:00 - so might be in a bit later than usual;1467642095.000018;1467642095U036SKV77
1564;Valik;Valik;Hi all! We have changed our working days with jabbah: jabbah will work on Wednesday for me and I will be working on Thursday.;1467640936.000017;1467640936U0PSJ4GGH
1565;Overton;Overton;I'm working from home today and continue my work on Webinizer.;1467611253.000016;1467611253U0PSDKXHR
1566;Eliar;Eliar;Hi, Due to the start of the ACME mio-credit campaign tomorrow at 7 a.m. and an appointment with the doctor (knee check) I will arrive a bit later in the office.;1467569471.000015;1467569471U0A8NPHRD
1567;Myke;Myke;Hi, another long night for me. I'll come in late in case of anything major, or I'll do support from home today. Need to get some rest.;1467340390.000014;1467340390U0MGNKETU
1568;Baegar;Baegar;oops thank you;1467271382.000013;1467271382U035J4RG4
1569;Bernareon;Bernareon;wrong channel?;1467271363.000012;1467271363U035G74QE
1570;Baegar;Baegar;what say the logs?;1467271357.000011;1467271357U035J4RG4
1571;Baegar;Baegar;because Fisheres thought that it will be solved with the ausweis issue, yes. isn’t it?;1467271349.00001;1467271349U035J4RG4
1572;Balaemar;Balaemar;"<@U035J4RG4>: why is Defect ID : 11137 assigned to me?
is this solved with the ausweis issue?";1467271290.000009;1467271290U035FRUCY
1573;Myke;Myke;Hi, I'll be late in the office, got in home late and missed the train this morning ;1467268121.000008;1467268121U0MGNKETU
1574;Baegar;Baegar;"<@U035FRUCY>:  <@U0MGNKETU> <@U1D7Q9J8M> 
Hi everybody
Tomorrow afternoon I will be in the home office and only be available 
   - per e-mail or phone call until 15:30
   - per Slack until 16:45";1467211503.000007;1467211503U035J4RG4
1575;Vaerys;Vaerys;<@U035G5WMS> and me will be 5-10m late, train has technical issues. Will get there by 8:55. ;1467180542.000006;1467180542U0PLNK7EK
1576;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1467175141.000005;1467175141U0K4J0613
1577;Vaerys;Vaerys;Hi, forgot to mention this in the daily today but as mentioned to the SpeedyApp team yesterday evening I will be off for about 2-3 hours post lunch to pick up some parcels, collect some documents and then mail them. Will resume work after that in the evening.;1467098719.0000038;1467098719U0PLNK7EK
1578;Galeris;Galeris;Hi, as arranged with R2D2 i’ll be in the home office to concentrate on posting engine tasks today;1467093234.0000026;1467093234U036SKV77
