;user;class;text;ts;key
1392;Celtheon;1;tomorrow I’ll have to leave a bit earlier ~16:15 to pick up my wife at the train station in Zürich;1473695897.000031;1473695897U1RLS54MB
1393;Gaelralis;1;on thursday i will be in the office only at 11:00am;1473695030.00003;1473695030U0HLAK1T6
1393;Gaelralis;8;and stay in the afternoon);1473695030.00003;1473695030U0HLAK1T6
1393;Gaelralis;3;will work from home in the morning.;1473695030.00003;1473695030U0HLAK1T6
1394;Overton;4;Today I have a dentist appointment at 3pm.;1473679276.0000286;1473679276U0PSDKXHR
1394;Overton;1;I will be off for about 1 hour;1473679276.0000286;1473679276U0PSDKXHR
1394;Overton;7;after that I will be back online;1473679276.0000286;1473679276U0PSDKXHR
1394;Overton;3;working from home.;1473679276.0000286;1473679276U0PSDKXHR
1395;Styrund;3;I will be in HO tomorrow morning as well;1473677369.000028;1473677369U036U40UC
1395;Styrund;4;since my wife has a Dental Appointment @7.30h;1473677369.000028;1473677369U036U40UC
1396;Eliar;6;I'm in Zurich this morning for a meeting with SPS;1473661198.000027;1473661198U0A8NPHRD
1397;Balaemar;3;tomorrow I will be working at home until half past nine;1473660517.000026;1473660517U035FRUCY
1397;Balaemar;7;come to the office after that.;1473660517.000026;1473660517U035FRUCY
1397;Balaemar;8;the reason is that my wife's teacher job starts again after the holiday my daughter's first day in school starts on thursday.;1473660517.000026;1473660517U035FRUCY
1397;Balaemar;8;so i have to keep an eye on her till my wife is back.;1473660517.000026;1473660517U035FRUCY
1398;Torerne;8;Good morning.;1473655276.000025;1473655276U035FRZHY
1398;Torerne;4;I have another appointment at the dentist this morning;1473655276.000025;1473655276U035FRZHY
1398;Torerne;1;I guess I am at the office at 9.15am.;1473655276.000025;1473655276U035FRZHY
1399;Myke;1;Missed my connection again;1473403539.000024;1473403539U0MGNKETU
1399;Myke;1;on the train now will be by 10 min late today;1473403539.000024;1473403539U0MGNKETU
1400;Joragni;8;As prearranged;1473344252.0000231;1473344252U0K4J0613
1400;Joragni;2;I'm taking tomorrow off.;1473344252.0000231;1473344252U0K4J0613
1400;Joragni;8;"Have fun BBQing y'all ""y'all"" is a typical contraction in the Southern US";1473344252.0000231;1473344252U0K4J0613
1400;Joragni;8;where barbecueing is also popular particulary in Texas);1473344252.0000231;1473344252U0K4J0613
1401;Vaerys;2;Off for the next ~1 hour collecting keys stuff;1473338473.0000222;1473338473U0PLNK7EK
1402;Myke;1;Some delay I'll be late by about 15min;1473316814.000021;1473316814U0MGNKETU
1403;Vaerys;8;Same here;1473311229.00002;1473311229U0PLNK7EK
1404;Eliar;8;As mentioned yesterday;1473310423.0000188;1473310423U0A8NPHRD
1404;Eliar;3;I am working from home today.;1473310423.0000188;1473310423U0A8NPHRD
1405;Vaerys;3;I will be working from home tomorrow as well;1473247916.000018;1473247916U0PLNK7EK
1405;Vaerys;8;as I have to collect the keys to my new apartment;1473247916.000018;1473247916U0PLNK7EK
1406;Eliar;4;Due to a doctor’s appointment tomorrow morning I will work from home tomorrow.;1473247845.000017;1473247845U0A8NPHRD
1407;Darnor;6;i will be in Horgen for the rest of the day.;1473240951.000016;1473240951U1D7Q9J8M
1407;Darnor;7;See you tomorrow.;1473240951.000016;1473240951U1D7Q9J8M
1408;Balaemar;3;as announce yesterday I am working in HO today.;1473225728.000015;1473225728U035FRUCY
1408;Balaemar;1;I will be off from 7:45 for about 1h to bring my car to the garage;1473225728.000015;1473225728U035FRUCY
1409;Olmomir;8;Tomorrow morning I need to be in Zürich;1473180951.000014;1473180951U0CN3AKDL
1409;Olmomir;8;to give my fingerprints for my permit.;1473180951.000014;1473180951U0CN3AKDL
1409;Olmomir;1;I will be in office as soon as I finish.;1473180951.000014;1473180951U0CN3AKDL
1410;Balaemar;3;I am in HO tomorrow.;1473153339.000013;1473153339U035FRUCY
1410;Balaemar;8;I have to bring my car to the service in the morning;1473153339.000013;1473153339U035FRUCY
1410;Balaemar;1;get it back before they close at evening.;1473153339.000013;1473153339U035FRUCY
1410;Balaemar;8;My time in office would be to short.;1473153339.000013;1473153339U035FRUCY
1411;Mamon;8;<@U27727KK8|Mamon> has joined the channel;1473147037.000012;1473147037U27727KK8
1412;Maehagar;8;<@U278DLL2D|Maehagar> has joined the channel;1473146881.000011;1473146881U278DLL2D
1413;Torerne;8;As mentioned yesterday;1473139091.00001;1473139091U035FRZHY
1413;Torerne;3;I am working from home this morning;1473139091.00001;1473139091U035FRZHY
1413;Torerne;1;will be in the office at 11.30;1473139091.00001;1473139091U035FRZHY
1414;Eliar;6;<@U035B8PRU> <@U2777Q7E3> I are in Brugg this morning for a meeting with NAB;1473139018.000009;1473139018U0A8NPHRD
1415;Braddock;1;I will arrive a bit later at the office today.;1473126984.000008;1473126984U0CNKFT0A
1416;Gaelralis;2;until friday i will be at the fantoche animated movie festival.;1473093287.000007;1473093287U0HLAK1T6
1417;Myke;8;As discussed with Mario;1473090205.000006;1473090205U0MGNKETU
1417;Myke;3;i’ll be doing HO tomorrow.;1473090205.000006;1473090205U0MGNKETU
1418;Torerne;3;I work from home tomorrow morning;1473077250.000005;1473077250U035FRZHY
1418;Torerne;1;will be in the office by 11.30am.;1473077250.000005;1473077250U035FRZHY
1419;Joragni;8;As previously scheduled;1473057797.0000038;1473057797U0K4J0613
1419;Joragni;2;my day off this week will be Friday instead of the usual Wednesday.;1473057797.0000038;1473057797U0K4J0613
1420;Myke;1;I'll be about 10 minutes late;1473054936.0000026;1473054936U0MGNKETU
1420;Myke;1;missed my train - rainy day;1473054936.0000026;1473054936U0MGNKETU
1421;Vaerys;1;Guys tomorrow I will have to leave after lunch.;1473005292.000002;1473005292U0PLNK7EK
1421;Vaerys;8;Appointment with movers at my current apartment.;1473005292.000002;1473005292U0PLNK7EK
1422;Baegar;1;I will have to leave a little bit earlier today at about 16:40.;1472797562.000018;1472797562U035J4RG4
1423;Gaelralis;1;I am absent from 9:15 to 11:00 because of some errant.;1472714186.000017;1472714186U0HLAK1T6
1424;Eliar;4;Due to physiotherapy I have to leave at 4:15 today.;1472710807.000016;1472710807U0A8NPHRD
1425;Caenraenos;6;"Just a quick reminder here on the planned absence of Luan Markus Rahul Rodrigo myself on Sept 1 2: we are all at front/&gt; <https://frontendconf.ch> in Zürich.";1472679778.000014;1472679778U035AASB8
1426;Taegarys;2;I’ll be off on Thursday Friday Sept 1 - Sept 2);1472625815.000013;1472625815U25T408CS
1427;Joragni;2;Today is my scheduled day off.;1472619740.000012;1472619740U0K4J0613
1427;Joragni;7;See you again on Thursday.;1472619740.000012;1472619740U0K4J0613
1428;Braddock;1;I will arrive a bit later in the office;1472604431.000011;1472604431U0CNKFT0A
1428;Braddock;8;because I did the night shift for finishing a demo for the web conf event.;1472604431.000011;1472604431U0CNKFT0A
1429;Darnor;7;I will be back in the office tomorrow.;1472581738.00001;1472581738U1D7Q9J8M
1430;Drevyn;8;:goofball:;1472579398.000009;1472579398U035B8PRU
1431;Torerne;4;I have an appointment at the dentist tomorrow;1472577838.000008;1472577838U035FRZHY
1431;Torerne;1;I might not be here by :clock9: :fearful:;1472577838.000008;1472577838U035FRZHY
1432;Overton;1;I forgot to mention in the daily that I have to leave a bit early today;1472542886.000007;1472542886U0PSDKXHR
1432;Overton;3;so I will continue my work from home from about 4pm).;1472542886.000007;1472542886U0PSDKXHR
1432;Overton;8;Because I’m receiving a furniture delivery.;1472542886.000007;1472542886U0PSDKXHR
1433;Olmomir;8;I will be in *Winterthur residents' registration office* this morning;1472534123.000006;1472534123U0CN3AKDL
1433;Olmomir;1;going to be late a little bit.;1472534123.000006;1472534123U0CN3AKDL
1434;Gaelralis;1;Due to train maintenance work that have just finished now;1472520057.000005;1472520057U0HLAK1T6
1434;Gaelralis;1;i'll come to the office later in order to have a bit of sleep.;1472520057.000005;1472520057U0HLAK1T6
1435;Taegarys;8;<@U25T408CS|Taegarys> has joined the channel;1472459937.0000038;1472459937U25T408CS
1436;Myke;2;Hi all sorry for short notice I'm taking a half day off today to run a couple of errands.;1472450679.0000026;1472450679U0MGNKETU
1437;Braddock;4;Due to a medical appointment I’ll arrive a bit later.;1472422737.000002;1472422737U0CNKFT0A
1438;Eliar;4;I forgot to mention in the daily that I have to leave at 16:30 pm because of physiotherapy.;1472197827.000033;1472197827U0A8NPHRD
1439;Valik;8;Good morning!;1472191651.000032;1472191651U0PSJ4GGH
1439;Valik;8;I got a surprise yesterday;1472191651.000032;1472191651U0PSJ4GGH
1439;Valik;8;I am flying away over the weekend..;1472191651.000032;1472191651U0PSJ4GGH
1439;Valik;1;I have to leave a bit before 4 today.;1472191651.000032;1472191651U0PSJ4GGH
1440;Styrund;8;oke;1472114649.00003;1472114649U036U40UC
1441;Olmomir;8;"6:30 they close today: Donnerstag
von 08.30 - 12.00 Uhr und 13.00 - 18.30 Uhr 
(Telefon bis 17.00 Uhr)";1472114646.0000286;1472114646U0CN3AKDL
1442;Styrund;8;and you’re sure they’re still open then?;1472114635.000028;1472114635U036U40UC
1443;Olmomir;1;I will leave today at 5;1472114280.000027;1472114280U0CN3AKDL
1443;Olmomir;8;I need to go to *Winterthur residents' registration office*.;1472114280.000027;1472114280U0CN3AKDL
1444;Myke;1;Hi all a bit delayed this morning;1472104876.000026;1472104876U0MGNKETU
1444;Myke;1;I'm taking the 8am train.;1472104876.000026;1472104876U0MGNKETU
1444;Myke;1;Will be about 40 min late.;1472104876.000026;1472104876U0MGNKETU
1445;Eliar;8;Because I need to monitor a deployment for SPS at 7;1472037865.000025;1472037865U0A8NPHRD
1445;Eliar;8;because I’ve got 2 calls with NAB;1472037865.000025;1472037865U0A8NPHRD
1445;Eliar;3;I will be in home office tomorrow;1472037865.000025;1472037865U0A8NPHRD
1445;Eliar;8;as agreed with Manuela).;1472037865.000025;1472037865U0A8NPHRD
1446;Drevyn;8;:thumbsup:;1472028985.000024;1472028985U035B8PRU
1447;Olmomir;1;I have the flight today at 12h;1472022832.0000231;1472022832U0CN3AKDL
1447;Olmomir;1;an appointment to see an apartment at 16h will see you later in office.;1472022832.0000231;1472022832U0CN3AKDL
1448;Joragni;2;Today is my scheduled day off.;1472015234.0000222;1472015234U0K4J0613
1448;Joragni;7;See you again on Thursday.;1472015234.0000222;1472015234U0K4J0613
1449;Joragni;8;SORRY WRONG CHANNEL.;1471943148.000021;1471943148U0K4J0613
1449;Joragni;8;Thx Rahul.;1471943148.000021;1471943148U0K4J0613
1450;Joragni;8;Hallo Mario.;1471943024.00002;1471943024U0K4J0613
1450;Joragni;8;Sam hat während des Dailys erwähnt dass Deine planmässige Rückreise verhindert wurde.;1471943024.00002;1471943024U0K4J0613
1450;Joragni;8;Laut ihm solltest Du morgen wieder im Büro anwesend sein.;1471943024.00002;1471943024U0K4J0613
1450;Joragni;8;Ab Morgen bis zum Ende der Woche ist Ramon weg und Morgen wegen meines freien Tags bin ich auch nicht anwesend.;1471943024.00002;1471943024U0K4J0613
1450;Joragni;8;Erst Morgen sollen auch Michael Karlstetter sowie Stefan Thiel wieder im Geschäft CIC) sein.;1471943024.00002;1471943024U0K4J0613
1450;Joragni;8;Ich erwähne diese Tatsache aus diesem Grund: Ramon hat am vorgehenden Donnerstag meine von ihm überarbeitete Schätzung bzgl.;1471943024.00002;1471943024U0K4J0613
1450;Joragni;8;BNRZW-1889 beim Ticket erfasst.;1471943024.00002;1471943024U0K4J0613
1450;Joragni;8;Es könnte sein;1471943024.00002;1471943024U0K4J0613
1450;Joragni;8;dass eine Bewilligung über die E-Mail Adresse von Ramon kommt wahrend er nicht da ist.;1471943024.00002;1471943024U0K4J0613
1451;Styrund;1;I forgot to mention in the daily: It could be possible that i will be a little bit later tomorrow morning.;1471941371.0000188;1471941371U036U40UC
1451;Styrund;4;Having a doctors appointment at 8.00;1471941371.0000188;1471941371U036U40UC
1451;Styrund;1;usually this takes not more than 15 minutes…;1471941371.0000188;1471941371U036U40UC
1451;Styrund;4;well… doctors… you never know :smile:;1471941371.0000188;1471941371U036U40UC
1452;Baegar;2;I will be having some days this week from tomorrow until sunday;1471940126.000018;1471940126U035J4RG4
1452;Baegar;7;Wedding in St. Petersburg) — so I will be back in the office on Monday.;1471940126.000018;1471940126U035J4RG4
1453;Valik;2;I still have a few days annual leave left;1471903214.000017;1471903214U0PSJ4GGH
1453;Valik;2;as discussed with Manuela I`m off tomorrow next Monday Tuesday.;1471903214.000017;1471903214U0PSJ4GGH
1453;Valik;7;I`ll be back in the office on Wednesday :slightly_smiling_face:;1471903214.000017;1471903214U0PSJ4GGH
1454;Myke;8;As planned;1471534301.000016;1471534301U0MGNKETU
1454;Myke;2;i’m having my day off till next Tuesday.;1471534301.000016;1471534301U0MGNKETU
1454;Myke;7;See you on Wednesday;1471534301.000016;1471534301U0MGNKETU
1455;Styrund;8;As mentioned in the Daily this morning;1471533460.000015;1471533460U036U40UC
1455;Styrund;3;i will be in HO tomorrow morning;1471533460.000015;1471533460U036U40UC
1455;Styrund;1;crashing at the Office after Lunch.;1471533460.000015;1471533460U036U40UC
1456;Eliar;3;I’m in HO this morning;1471497204.000014;1471497204U0A8NPHRD
1456;Eliar;7;will be back in the Office in the afternoon..;1471497204.000014;1471497204U0A8NPHRD
1457;Darnor;8;As announced yesterday;1471489078.000013;1471489078U1D7Q9J8M
1457;Darnor;2;i will be off until Tuesday morning.;1471489078.000013;1471489078U1D7Q9J8M
1458;Myke;8;I’ll prepare the template for the mini-calculators for Mario tonight;1471449476.000011;1471449476U0MGNKETU
1458;Myke;8;closing few tickets tomorrow morning then prepare for deployment build for Sam).;1471449476.000011;1471449476U0MGNKETU
1458;Myke;8;So to save a bit time;1471449476.000011;1471449476U0MGNKETU
1458;Myke;3;I’ll be working from home tomorrow.;1471449476.000011;1471449476U0MGNKETU
1458;Myke;8;Sorry for late notice.;1471449476.000011;1471449476U0MGNKETU
1459;Braddock;1;I arrive tomorrow morning a bit later in the office due to a visit at KSW.;1471427957.00001;1471427957U0CNKFT0A
1460;Styrund;8;Thus?;1471427744.000009;1471427744U036U40UC
1460;Styrund;8;Thou writeth very nice bretheren.;1471427744.000009;1471427744U036U40UC
1460;Styrund;8;:smile:;1471427744.000009;1471427744U036U40UC
1461;Baegar;1;Tomorrow afternoon Thursday August 18th 13:00-18:00) will <@U0A8NPHRD>;1471415984.000008;1471415984U035J4RG4
1461;Baegar;6;me attend a training in Zürich for Google Tag Manager;1471415984.000008;1471415984U035J4RG4
1461;Baegar;6;we will thus not be in the office.;1471415984.000008;1471415984U035J4RG4
1462;Joragni;2;Today is my scheduled day off.;1471407307.000007;1471407307U0K4J0613
1462;Joragni;7;See you again on Thursday.;1471407307.000007;1471407307U0K4J0613
1463;Celtheon;8;<@U1RLS54MB|Celtheon> has joined the channel;1471350070.000006;1471350070U1RLS54MB
1464;Galeris;4;I will have to leave at around 15:45 today due to a doctors appointment;1471244130.000005;1471244130U036SKV77
1465;Eliar;8;Due to the BANK-now Mio-Kredit shut down at 7;1471237106.000002;1471237106U0A8NPHRD
1465;Eliar;1;I will arrive at about 9.30 in the office.;1471237106.000002;1471237106U0A8NPHRD
1466;Caenraenos;8;Yes it will be!;1470992706.000078;1470992706U035AASB8
1466;Caenraenos;8;Thanks :smile:;1470992706.000078;1470992706U035AASB8
1467;Bernareon;8;Sounds like a big party!;1470992653.000077;1470992653U035G74QE
1467;Bernareon;8;Have fun :slightly_smiling_face:;1470992653.000077;1470992653U035G74QE
1468;Caenraenos;8;Similar situation: I need to leave at 1600 for preparations for my birthday party.;1470992627.000076;1470992627U035AASB8
1469;Overton;1;I forgot to mention in the daily that I have to leave a bit early;1470992226.000075;1470992226U0PSDKXHR
1469;Overton;8;because I’m heading to a family event.;1470992226.000075;1470992226U0PSDKXHR
1469;Overton;2;Also next week I will not be in the office because I’m on vacation.;1470992226.000075;1470992226U0PSDKXHR
1470;Myke;2;I’ll be off tomorrow until next Wednesday as planned;1470928425.000073;1470928425U0MGNKETU
1471;Braddock;6;Today I go in the library;1470895284.000072;1470895284U0CNKFT0A
1471;Braddock;8;working on data mining;1470895284.000072;1470895284U0CNKFT0A
1471;Braddock;8;text/topic clustering for Libra Heliospan.;1470895284.000072;1470895284U0CNKFT0A
1472;Vaerys;3;I have stuff to take care of at the bank so will be at home office tomorrow;1470861699.000071;1470861699U0PLNK7EK
1473;Joragni;2;Today is my scheduled day off.;1470804943.0000699;1470804943U0K4J0613
1473;Joragni;7;See you again on Thursday.;1470804943.0000699;1470804943U0K4J0613
1474;Eliar;1;I forgot to mention that I have to leave at around 16.15 today.;1470728279.000069;1470728279U0A8NPHRD
1475;Balaemar;3;As announced on friday I'm in HO today.;1470630354.000068;1470630354U035FRUCY
1475;Balaemar;2;During the morning I will be off for a while;1470630354.000068;1470630354U035FRUCY
1475;Balaemar;8;then working first on budget then on newest BN defects.;1470630354.000068;1470630354U035FRUCY
1476;Balaemar;8;I just get the confirmation for my appointment on monday.;1470412222.000067;1470412222U035FRUCY
1476;Balaemar;3;I will be off in the morning in HO after lunch time.;1470412222.000067;1470412222U035FRUCY
1477;Balaemar;8;I forgot to mention in the daily.;1470382007.000066;1470382007U035FRUCY
1477;Balaemar;3;Because of a appointment at monday morning I will be in HO at monday.;1470382007.000066;1470382007U035FRUCY
1478;Darnor;3;As announced im in HO today.;1470376558.0000641;1470376558U1D7Q9J8M
1479;Gaelralis;8;Starting tomorrow;1470373146.000062;1470373146U0HLAK1T6
1479;Gaelralis;2;I will have vacations until the 29.8.;1470373146.000062;1470373146U0HLAK1T6
1480;Olmomir;8;This morning at 7 I have the flight to get back in Montenegro.;1470365006.000061;1470365006U0CN3AKDL
1480;Olmomir;8;I hope there will be no delays.;1470365006.000061;1470365006U0CN3AKDL
1481;Darnor;8;Due to James having a day-off;1470324543.000058;1470324543U1D7Q9J8M
1481;Darnor;8;Chris not working for BN tomorrow;1470324543.000058;1470324543U1D7Q9J8M
1481;Darnor;3;i will stay in HO tomorrow work on the specifications for R12.;1470324543.000058;1470324543U1D7Q9J8M
1481;Darnor;8;In accordance with Manuela.;1470324543.000058;1470324543U1D7Q9J8M
1482;Myke;8;As planned;1470322138.000057;1470322138U0MGNKETU
1482;Myke;2;I’m having my day off tomorrow Monday.;1470322138.000057;1470322138U0MGNKETU
1482;Myke;7;See you on Tuesday.;1470322138.000057;1470322138U0MGNKETU
1483;Olmomir;8;back got the visa :sunglasses::aw_yeah:;1470316541.000056;1470316541U0CN3AKDL
1484;Olmomir;8;I think yes;1470294056.000054;1470294056U0CN3AKDL
1484;Olmomir;8;will have the confirmation today.;1470294056.000054;1470294056U0CN3AKDL
1484;Olmomir;8;:four_leaf_clover:;1470294056.000054;1470294056U0CN3AKDL
1485;Vaerys;8;You got the visa <@U0CN3AKDL>?;1470294032.000053;1470294032U0PLNK7EK
1486;Olmomir;1;I will be away from 14-15;1470294009.000052;1470294009U0CN3AKDL
1486;Olmomir;8;going to get the passport back from the Swiss Embassy.;1470294009.000052;1470294009U0CN3AKDL
1487;Vaerys;1;Hi I will be away from 3pm-4pm today for an apartment viewing;1470293861.000051;1470293861U0PLNK7EK
1487;Vaerys;3;will continue working from home after 4pm;1470293861.000051;1470293861U0PLNK7EK
1488;Braddock;1;Because of preparation work for an upcoming meeting this morning I might arrive 15-20 minutes later at the office today.;1470291046.00005;1470291046U0CNKFT0A
1489;Myke;8;Hi spoken planned with Mario;1470152946.000049;1470152946U0MGNKETU
1489;Myke;3;I’ll be doing HO tomorrow;1470152946.000049;1470152946U0MGNKETU
1489;Myke;8;working on the last calculator;1470152946.000049;1470152946U0MGNKETU
1489;Myke;8;some other minor issues that may arise.;1470152946.000049;1470152946U0MGNKETU
1490;Olmomir;2;Tomorrow I will be traveling to Belgrade for the visa.;1470080190.0000482;1470080190U0CN3AKDL
1491;Torerne;2;I am off this afternoon.;1469783618.000047;1469783618U035FRZHY
1491;Torerne;7;See you on Tuesday.;1469783618.000047;1469783618U035FRZHY
1492;Vaerys;3;I will be in HO on Tuesday;1469783617.000046;1469783617U0PLNK7EK
1492;Vaerys;1;2nd August as I will only get back to Zurich at 8:30 in the morning from Salzburg;1469783617.000046;1469783617U0PLNK7EK
1492;Vaerys;1;then I have an apartment viewing at 13:15;1469783617.000046;1469783617U0PLNK7EK
1493;Overton;8;I forgot to mention in the daily today;1469783077.0000448;1469783077U0PSDKXHR
1493;Overton;1;I have to leave a bit early;1469783077.0000448;1469783077U0PSDKXHR
1493;Overton;1;16.00/16.30) because I have to take care of the family-dog;1469783077.0000448;1469783077U0PSDKXHR
1493;Overton;2;parents are leaving for holidays).;1469783077.0000448;1469783077U0PSDKXHR
1494;Jaereron;1;I will arrive at the office ca.;1469775582.0000439;1469775582U035G5WMS
1494;Jaereron;1;09:40;1469775582.0000439;1469775582U035G5WMS
1495;Jaereron;1;Sorry Silvan is late;1469775390.000043;1469775390U035G5WMS
1496;Balaemar;8;Moin moin.;1469771410.000042;1469771410U035FRUCY
1496;Balaemar;3;I am in HO today;1469771410.000042;1469771410U035FRUCY
1496;Balaemar;1;have to leave at 4pm.;1469771410.000042;1469771410U035FRUCY
1496;Balaemar;8;My tasks today: SVE Reatnrechner BN CR-181;1469771410.000042;1469771410U035FRUCY
1497;Balaemar;1;uhhh ... 4 minutes to late.;1469722097.000041;1469722097U035FRUCY
1497;Balaemar;3;"Because I have to start traveling to freiburg at 4pm tomorrow
I will be in HO";1469722097.000041;1469722097U035FRUCY
1498;Myke;8;As planned;1469722036.00004;1469722036U0MGNKETU
1498;Myke;2;I’m having my day off tomorrow.;1469722036.00004;1469722036U0MGNKETU
1498;Myke;7;See you on Tuesday.;1469722036.00004;1469722036U0MGNKETU
1499;Vaerys;1;I have to leave at 4:15pm today;1469684650.000039;1469684650U0PLNK7EK
1499;Vaerys;1;for I have an appointment for an apartment in Zurich;1469684650.000039;1469684650U0PLNK7EK
1500;Olmomir;1;I have an appointment today at 9am;1469684306.0000381;1469684306U0CN3AKDL
1500;Olmomir;8;to check an apartment here in Winterthur.;1469684306.0000381;1469684306U0CN3AKDL
1501;Myke;5;Hi still not feeling completely well this morning.;1469597461.000037;1469597461U0MGNKETU
1501;Myke;3;I'll stay at HO to continue my work.;1469597461.000037;1469597461U0MGNKETU
1502;Gaelralis;1;Meine Sbahn ist verspätet.;1469514587.000036;1469514587U0HLAK1T6
1503;Myke;8;As mentioned;1469513108.000035;1469513108U0MGNKETU
1503;Myke;3;I'll be at HO today - feeling a bit better with only mild fever now.;1469513108.000035;1469513108U0MGNKETU
1503;Myke;8;I'll will be implementing the flex calculator;1469513108.000035;1469513108U0MGNKETU
1503;Myke;8;adding the new postcodes for Lichtenstein;1469513108.000035;1469513108U0MGNKETU
1504;Myke;3;I’ll be doing HO tomorrow.;1469460577.000034;1469460577U0MGNKETU
1504;Myke;5;Not feeling well with the headache.;1469460577.000034;1469460577U0MGNKETU
1505;Galeris;1;I may be a bit late tomorrow;1469459750.000033;1469459750U036SKV77
1505;Galeris;4;got a doctors appointment at 8:30;1469459750.000033;1469459750U036SKV77
1506;Myke;1;I'll be a bit late;1469425407.000032;1469425407U0MGNKETU
1506;Myke;1;before 10 - trouble sleeping due to headache last night.;1469425407.000032;1469425407U0MGNKETU
1507;Joragni;2;On vacation.;1469259253.000031;1469259253U0K4J0613
1507;Joragni;7;Will return on 8 August.;1469259253.000031;1469259253U0K4J0613
1508;Darnor;8;As announced yesterday;1469166874.00003;1469166874U1D7Q9J8M
1508;Darnor;3;I am in HO this morning.;1469166874.00003;1469166874U1D7Q9J8M
1508;Darnor;8;Will work on the new Carrousels;1469166874.00003;1469166874U1D7Q9J8M
1508;Darnor;7;will be in the O in the afternoon.;1469166874.00003;1469166874U1D7Q9J8M
1509;Balaemar;8;As announced yesterday;1469166443.0000286;1469166443U035FRUCY
1509;Balaemar;3;I am in HO today working on BN defects.;1469166443.0000286;1469166443U035FRUCY
1509;Balaemar;8;Have a nice day weekend.;1469166443.0000286;1469166443U035FRUCY
1510;Styrund;4;<!channel>: Due to our Doctors Appointment for Mia was moved from today afternoon to this morning I will be in the office this afternoon instead the morning :slightly_smiling_face: See you later;1469164168.000028;1469164168U036U40UC
1511;Galeris;3;as discussed with Caenraenos yesterday i’ll be in home office today;1469163638.000027;1469163638U036SKV77
1512;Caenraenos;8;yep sorry!;1469114998.000026;1469114998U035AASB8
1512;Caenraenos;8;:smile:;1469114998.000026;1469114998U035AASB8
1513;Balaemar;8;<@U035AASB8>: wrong channel?;1469114789.000025;1469114789U035FRUCY
1513;Balaemar;8;!;1469114789.000025;1469114789U035FRUCY
1514;Caenraenos;8;<https://support.google.com/webmasters/answer/35769>;1469114753.000021;1469114753U035AASB8
1515;Caenraenos;8;"<https://support.google.com/webmasters/answer/40349?hl=en&amp;ref_topic=3309300>";1469114746.00002;1469114746U035AASB8
1516;Caenraenos;8;<http://static.googleusercontent.com/media/www.google.com/en//webmasters/docs/search-engine-optimization-starter-guide.pdf>;1469114706.0000188;1469114706U035AASB8
1517;Caenraenos;8;<https://support.google.com/webmasters/answer/35291?hl=en>;1469114702.000018;1469114702U035AASB8
1518;Balaemar;3;I’ll be in HO tomorrow working on BN defects;1469114513.000017;1469114513U035FRUCY
1518;Balaemar;1;will be off at 4pm;1469114513.000017;1469114513U035FRUCY
1519;Myke;8;As planned;1469113495.000016;1469113495U0MGNKETU
1519;Myke;2;I’m having my scheduled day off tomorrow.;1469113495.000016;1469113495U0MGNKETU
1519;Myke;7;See you on MOnday!;1469113495.000016;1469113495U0MGNKETU
1520;Vaerys;8;Me too;1468996059.000015;1468996059U0PLNK7EK
1521;Galeris;3;as already announced yesterday i’ll be in home office today;1468996025.000014;1468996025U036SKV77
1522;Joragni;2;Today is my scheduled day off.;1468990187.000013;1468990187U0K4J0613
1522;Joragni;7;See you again on Thursday.;1468990187.000013;1468990187U0K4J0613
1523;Olmomir;8;thanks Rahul :four_leaf_clover:;1468963662.000012;1468963662U0CN3AKDL
1524;Vaerys;8;Ooh all the best <@U0CN3AKDL> :smile:;1468963635.000011;1468963635U0PLNK7EK
1525;Olmomir;1;Tomorrow from 10:00 to 12:00 I have an appointment with the :flag-ch:Swiss consulate in Montenegro.;1468963492.00001;1468963492U0CN3AKDL
1525;Olmomir;1;I wont be available during that time.;1468963492.00001;1468963492U0CN3AKDL
1526;Vaerys;8;Hi as discussed with the Rupert team;1468944160.000009;1468944160U0PLNK7EK
1526;Vaerys;3;I will be doing HO tomorrow;1468944160.000009;1468944160U0PLNK7EK
1527;Myke;8;Hi as discussed with Mario;1468940888.000008;1468940888U0MGNKETU
1527;Myke;3;I’ll be doing HO tomorrow;1468940888.000008;1468940888U0MGNKETU
1528;Balaemar;8;forget to announce in daily.;1468933032.000007;1468933032U035FRUCY
1528;Balaemar;1;I will try) be off at 1615 today.;1468933032.000007;1468933032U035FRUCY
1529;Caenraenos;8;just to reassure everyone: it is nothing serious;1468929588.000006;1468929588U035AASB8
1529;Caenraenos;8;just need to watch over the kids for 2 hours;1468929588.000006;1468929588U035AASB8
1529;Caenraenos;8;since Grandma cancelled;1468929588.000006;1468929588U035AASB8
1530;Galeris;3;hya everyone as discussed with Caenraenose i’ll be in the home office this afternoon tomorrow;1468927933.000005;1468927933U036SKV77
1531;Caenraenos;3;Hey everyone I need to be home in the afternoon due to unforeseen circumGaelralisce.;1468921282.0000038;1468921282U035AASB8
1531;Caenraenos;8;Mario Joel will take on any admin issues that arise.;1468921282.0000038;1468921282U035AASB8
1531;Caenraenos;8;If you need to get in touch from 13:30 to 15:30;1468921282.0000038;1468921282U035AASB8
1531;Caenraenos;8;you can call me on my phone 0774367755;1468921282.0000038;1468921282U035AASB8
1532;Valik;2;I won`t be in the office tomorrow on Wednesday due to my exams.;1468876454.0000026;1468876454U0PSJ4GGH
1532;Valik;7;See you on Friday!;1468876454.0000026;1468876454U0PSJ4GGH
